"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"29.08.2005","9.938,50","9.862,40","9.946,10","9.823,80","124,57M","0,34%"
"26.08.2005","9.904,80","9.988,70","10.014,40","9.903,40","117,89M","-0,79%"
"25.08.2005","9.983,20","10.026,60","10.030,50","9.975,50","126,56M","-0,95%"
"24.08.2005","10.078,90","10.082,30","10.096,00","10.032,90","120,47M","-0,25%"
"23.08.2005","10.104,10","10.158,90","10.160,20","10.104,10","91,91M","-0,69%"
"22.08.2005","10.174,80","10.149,00","10.183,00","10.147,80","64,21M","0,41%"
"19.08.2005","10.132,90","10.062,70","10.136,50","10.055,50","116,54M","0,95%"
"18.08.2005","10.037,90","10.093,50","10.107,50","10.029,40","128,29M","-0,56%"
"17.08.2005","10.094,10","10.110,40","10.124,00","10.043,20","125,92M","-0,45%"
"16.08.2005","10.139,80","10.211,80","10.223,80","10.105,70","77,97M","-0,44%"
"15.08.2005","10.184,90","10.163,80","10.206,20","10.162,50","37,72M","-0,02%"
"12.08.2005","10.187,20","10.253,40","10.253,70","10.169,80","107,34M","-0,34%"
"11.08.2005","10.222,10","10.189,20","10.226,50","10.156,00","155,22M","-0,07%"
"10.08.2005","10.229,20","10.150,20","10.229,20","10.146,70","163,65M","0,82%"
"09.08.2005","10.145,60","10.074,40","10.145,60","10.062,60","124,94M","0,30%"
"08.08.2005","10.115,50","10.052,10","10.128,70","10.045,20","99,93M","0,70%"
"05.08.2005","10.045,40","10.042,80","10.082,50","10.029,00","133,60M","-0,29%"
"04.08.2005","10.074,30","10.144,00","10.147,70","10.067,30","178,25M","-0,74%"
"03.08.2005","10.149,70","10.099,90","10.151,10","10.074,90","154,23M","0,35%"
"02.08.2005","10.113,90","10.048,10","10.113,90","10.043,70","111,57M","0,45%"
"01.08.2005","10.068,90","10.122,60","10.125,70","10.058,60","126,88M","-0,46%"
"29.07.2005","10.115,60","10.156,70","10.162,40","10.083,00","163,03M","-0,13%"
"28.07.2005","10.128,80","10.114,10","10.140,00","10.110,10","141,14M","0,40%"
"27.07.2005","10.088,70","10.046,70","10.099,00","10.046,70","150,87M","0,45%"
"26.07.2005","10.043,30","10.014,30","10.052,20","9.989,10","132,82M","0,26%"
"25.07.2005","10.017,10","10.036,70","10.048,00","9.979,50","93,67M","-0,02%"
"22.07.2005","10.018,80","10.010,90","10.044,50","9.998,70","122,50M","-0,03%"
"21.07.2005","10.021,50","10.030,40","10.068,00","9.962,90","237,30M","0,14%"
"20.07.2005","10.007,00","10.016,10","10.037,80","9.982,10","152,39M","-0,38%"
"19.07.2005","10.045,00","9.969,20","10.045,00","9.966,50","174,80M","0,84%"
"18.07.2005","9.961,00","9.944,80","9.981,60","9.927,50","111,86M","0,17%"
"15.07.2005","9.943,80","9.961,10","9.983,50","9.920,50","153,02M","-0,21%"
"14.07.2005","9.965,20","9.949,20","9.996,40","9.944,10","175,89M","0,28%"
"13.07.2005","9.937,80","9.880,60","9.938,60","9.874,50","172,23M","0,65%"
"12.07.2005","9.873,40","9.904,20","9.904,20","9.841,60","146,40M","-0,03%"
"11.07.2005","9.876,30","9.831,10","9.878,70","9.819,60","158,00M","0,85%"
"08.07.2005","9.793,20","9.742,30","9.794,70","9.691,30","162,05M","1,54%"
"07.07.2005","9.644,40","9.799,70","9.802,50","9.399,30","371,85M","-1,91%"
"06.07.2005","9.832,50","9.824,90","9.849,50","9.811,50","150,35M","0,26%"
"05.07.2005","9.807,40","9.805,80","9.814,90","9.766,10","119,97M","-0,08%"
"04.07.2005","9.815,00","9.808,30","9.817,30","9.789,40","84,61M","-0,14%"
"01.07.2005","9.829,10","9.731,00","9.829,10","9.727,90","144,46M","0,47%"
"30.06.2005","9.783,20","9.760,80","9.815,50","9.746,90","171,56M","0,14%"
"29.06.2005","9.769,20","9.719,80","9.796,90","9.714,30","159,67M","0,90%"
"28.06.2005","9.682,50","9.638,10","9.685,90","9.624,10","164,72M","0,62%"
"27.06.2005","9.622,90","9.629,70","9.644,90","9.590,70","203,49M","-0,56%"
"24.06.2005","9.677,40","9.696,00","9.712,80","9.664,70","148,92M","-0,94%"
"23.06.2005","9.769,60","9.727,40","9.779,40","9.725,80","125,62M","0,45%"
"22.06.2005","9.726,20","9.717,10","9.752,90","9.698,20","139,46M","0,14%"
"21.06.2005","9.712,50","9.688,30","9.713,40","9.666,10","134,70M","0,55%"
"20.06.2005","9.659,50","9.670,90","9.671,30","9.633,90","107,51M","-0,24%"
"17.06.2005","9.682,30","9.633,20","9.706,20","9.617,10","176,57M","0,60%"
"16.06.2005","9.624,70","9.593,40","9.642,20","9.579,50","133,94M","0,64%"
"15.06.2005","9.563,60","9.632,40","9.643,50","9.555,80","153,62M","-0,53%"
"14.06.2005","9.614,40","9.565,50","9.617,80","9.543,80","111,54M","0,37%"
"13.06.2005","9.579,20","9.564,00","9.579,40","9.526,70","108,91M","0,19%"
"10.06.2005","9.561,50","9.536,30","9.574,00","9.526,00","125,89M","0,71%"
"09.06.2005","9.494,00","9.459,10","9.495,60","9.444,90","123,19M","0,07%"
"08.06.2005","9.487,70","9.499,10","9.513,30","9.458,30","132,60M","-0,50%"
"07.06.2005","9.535,50","9.473,70","9.537,30","9.465,10","149,48M","0,91%"
"06.06.2005","9.449,40","9.480,70","9.497,10","9.443,00","104,00M","-0,51%"
"03.06.2005","9.497,70","9.550,70","9.560,80","9.487,10","112,41M","-0,44%"
"02.06.2005","9.539,70","9.542,40","9.587,40","9.519,40","122,19M","-0,12%"
"01.06.2005","9.550,80","9.455,40","9.551,00","9.444,10","134,71M","1,31%"
"31.05.2005","9.427,10","9.466,80","9.472,40","9.421,40","130,22M","-0,42%"
"30.05.2005","9.466,80","9.363,70","9.466,80","9.352,50","75,93M","0,91%"
"27.05.2005","9.381,50","9.420,00","9.428,30","9.364,40","82,83M","-0,39%"
"26.05.2005","9.417,90","9.350,00","9.421,90","9.343,30","115,53M","0,71%"
"25.05.2005","9.351,30","9.354,30","9.375,90","9.333,00","96,94M","-0,23%"
"24.05.2005","9.372,40","9.403,70","9.414,70","9.338,90","97,27M","-0,26%"
"23.05.2005","9.397,00","9.408,90","9.416,70","9.372,60","92,36M","0,30%"
"20.05.2005","9.368,50","9.403,70","9.407,10","9.368,50","126,39M","-0,34%"
"19.05.2005","9.400,10","9.386,60","9.411,50","9.361,90","129,23M","0,38%"
"18.05.2005","9.364,20","9.241,80","9.364,20","9.241,80","186,40M","1,64%"
"17.05.2005","9.213,30","9.238,30","9.240,20","9.193,60","102,89M","-0,05%"
"16.05.2005","9.217,70","9.222,00","9.242,20","9.193,70","86,09M","-0,05%"
"13.05.2005","9.222,50","9.144,70","9.222,50","9.136,20","117,02M","0,10%"
"12.05.2005","9.213,10","9.188,30","9.224,60","9.176,90","119,64M","0,69%"
"11.05.2005","9.149,90","9.140,00","9.188,60","9.121,90","151,11M","0,04%"
"10.05.2005","9.146,10","9.241,70","9.241,70","9.144,80","146,91M","-0,84%"
"09.05.2005","9.223,50","9.245,60","9.250,60","9.205,80","125,17M","-0,43%"
"06.05.2005","9.263,10","9.224,40","9.273,10","9.201,60","122,34M","0,30%"
"05.05.2005","9.235,50","9.232,70","9.244,90","9.211,60","109,43M","0,43%"
"04.05.2005","9.195,70","9.168,70","9.196,00","9.120,80","106,96M","0,30%"
"03.05.2005","9.168,30","9.094,50","9.168,30","9.083,20","131,87M","0,53%"
"02.05.2005","9.119,90","9.027,90","9.139,70","9.020,10","98,57M","1,31%"
"29.04.2005","9.001,60","8.955,70","9.025,70","8.940,50","136,50M","0,18%"
"28.04.2005","8.985,40","9.015,50","9.034,10","8.950,70","153,57M","0,00%"
"27.04.2005","8.985,00","9.066,80","9.068,10","8.953,60","154,32M","-1,09%"
"26.04.2005","9.083,70","9.115,10","9.122,30","9.062,30","183,73M","-0,25%"
"25.04.2005","9.106,20","9.050,50","9.130,00","9.047,50","123,11M","0,11%"
"22.04.2005","9.096,40","9.108,90","9.115,90","9.068,50","104,64M","0,86%"
"21.04.2005","9.018,70","8.975,60","9.077,40","8.968,80","137,77M","0,02%"
"20.04.2005","9.016,60","9.091,30","9.093,80","8.997,70","132,08M","-0,33%"
"19.04.2005","9.046,20","9.050,50","9.073,60","9.021,00","220,01M","0,23%"
"18.04.2005","9.025,80","9.046,60","9.054,80","8.938,90","241,33M","-1,41%"
"15.04.2005","9.155,20","9.275,20","9.278,50","9.155,20","191,21M","-2,24%"
"14.04.2005","9.364,50","9.316,80","9.382,60","9.308,90","130,65M","-0,10%"
"13.04.2005","9.373,90","9.359,80","9.377,20","9.348,90","122,48M","0,76%"
"12.04.2005","9.303,10","9.334,00","9.335,70","9.272,10","102,25M","-0,34%"
"11.04.2005","9.334,80","9.341,00","9.355,70","9.311,20","132,92M","-0,54%"
"08.04.2005","9.385,80","9.439,10","9.442,20","9.369,70","109,95M","-0,07%"
"07.04.2005","9.392,40","9.377,00","9.407,10","9.335,00","132,09M","0,11%"
"06.04.2005","9.382,10","9.320,30","9.382,10","9.316,60","140,77M","0,90%"
"05.04.2005","9.298,10","9.246,40","9.304,30","9.239,30","119,13M","1,00%"
"04.04.2005","9.206,00","9.257,30","9.261,00","9.164,30","189,30M","-0,90%"
"01.04.2005","9.289,50","9.254,70","9.338,30","9.244,70","168,74M","0,33%"
"31.03.2005","9.258,80","9.333,70","9.355,80","9.240,50","150,74M","-0,23%"
"30.03.2005","9.280,10","9.277,30","9.305,10","9.245,50","107,04M","-0,47%"
"29.03.2005","9.324,10","9.266,10","9.331,20","9.234,10","110,77M","0,16%"
"24.03.2005","9.309,30","9.265,20","9.329,10","9.244,90","90,96M","0,62%"
"23.03.2005","9.252,10","9.206,00","9.277,10","9.196,80","126,39M","-0,51%"
"22.03.2005","9.299,20","9.234,10","9.306,20","9.209,50","136,04M","0,80%"
"21.03.2005","9.225,40","9.236,90","9.287,10","9.215,70","141,05M","-0,42%"
"18.03.2005","9.263,90","9.254,40","9.300,80","9.239,70","164,95M","0,30%"
"17.03.2005","9.235,80","9.197,90","9.260,90","9.158,00","156,50M","0,38%"
"16.03.2005","9.201,20","9.335,20","9.337,40","9.192,20","184,59M","-1,64%"
"15.03.2005","9.354,70","9.311,30","9.359,20","9.306,80","139,24M","0,63%"
"14.03.2005","9.296,50","9.318,80","9.360,90","9.280,40","117,76M","-0,36%"
"11.03.2005","9.330,20","9.370,70","9.385,80","9.317,40","109,85M","0,12%"
"10.03.2005","9.319,40","9.365,80","9.366,80","9.296,90","160,95M","-0,97%"
"09.03.2005","9.410,30","9.496,70","9.527,40","9.410,30","162,34M","-0,74%"
"08.03.2005","9.480,20","9.536,30","9.541,90","9.480,20","134,56M","-0,69%"
"07.03.2005","9.545,90","9.568,10","9.581,80","9.525,00","120,91M","0,08%"
"04.03.2005","9.538,00","9.411,90","9.538,00","9.410,70","136,39M","1,27%"
"03.03.2005","9.418,80","9.436,50","9.460,60","9.412,00","155,48M","-0,26%"
"02.03.2005","9.443,60","9.464,60","9.467,50","9.390,10","133,15M","-0,30%"
"01.03.2005","9.472,30","9.372,20","9.476,00","9.370,80","139,65M","0,87%"
"28.02.2005","9.391,00","9.454,40","9.467,10","9.380,90","141,21M","-0,52%"
"25.02.2005","9.439,70","9.416,20","9.444,60","9.402,30","151,93M","0,93%"
"24.02.2005","9.352,60","9.377,20","9.380,40","9.325,60","146,47M","-0,02%"
"23.02.2005","9.354,10","9.329,90","9.357,40","9.261,40","192,72M","0,04%"
"22.02.2005","9.350,30","9.448,30","9.455,20","9.307,20","228,28M","-1,21%"
"21.02.2005","9.464,60","9.577,60","9.596,30","9.453,80","135,92M","-1,10%"
"18.02.2005","9.570,10","9.591,30","9.606,50","9.557,10","129,73M","-0,16%"
"17.02.2005","9.585,70","9.584,50","9.638,50","9.573,10","162,19M","0,11%"
"16.02.2005","9.575,60","9.618,00","9.619,80","9.540,20","195,94M","-0,61%"
"15.02.2005","9.634,30","9.579,00","9.647,70","9.574,80","135,46M","0,51%"
"14.02.2005","9.585,00","9.588,10","9.592,20","9.559,40","107,79M","-0,03%"
"11.02.2005","9.588,30","9.481,10","9.588,30","9.468,10","151,59M","1,45%"
"10.02.2005","9.451,20","9.447,80","9.479,90","9.417,80","137,09M","0,00%"
"09.02.2005","9.450,80","9.485,50","9.486,60","9.410,40","146,82M","-0,30%"
"08.02.2005","9.479,20","9.474,70","9.490,50","9.442,00","164,68M","0,18%"
"07.02.2005","9.461,70","9.449,10","9.487,10","9.446,20","182,18M","0,42%"
"04.02.2005","9.422,50","9.321,20","9.422,50","9.319,30","166,95M","1,20%"
"03.02.2005","9.310,40","9.309,90","9.331,60","9.280,80","143,51M","0,04%"
"02.02.2005","9.307,00","9.260,20","9.315,80","9.247,30","131,99M","0,54%"
"01.02.2005","9.257,00","9.218,90","9.257,00","9.193,60","124,87M","0,36%"
"31.01.2005","9.223,90","9.163,20","9.224,60","9.161,90","149,90M","0,92%"
"28.01.2005","9.139,40","9.124,70","9.164,60","9.115,90","141,10M","0,15%"
"27.01.2005","9.125,30","9.080,60","9.125,30","9.060,10","183,86M","0,74%"
"26.01.2005","9.058,10","9.044,60","9.075,20","9.028,40","139,04M","0,28%"
"25.01.2005","9.033,20","8.954,90","9.045,50","8.950,50","155,14M","0,74%"
"24.01.2005","8.967,10","8.981,90","8.984,30","8.907,00","146,46M","-0,36%"
"21.01.2005","8.999,40","9.001,20","9.029,60","8.985,30","175,91M","-0,20%"
"20.01.2005","9.017,70","9.034,80","9.055,60","9.002,40","139,16M","-0,77%"
"19.01.2005","9.087,60","9.113,00","9.137,10","9.086,50","127,36M","-0,10%"
"18.01.2005","9.096,90","9.085,80","9.104,80","9.040,70","161,36M","0,03%"
"17.01.2005","9.094,40","9.040,20","9.094,40","9.040,20","104,98M","0,77%"
"14.01.2005","9.025,10","8.970,30","9.033,60","8.968,40","133,37M","0,09%"
"13.01.2005","9.016,80","8.974,80","9.016,80","8.972,00","127,79M","0,79%"
"12.01.2005","8.945,70","8.971,40","8.983,60","8.919,90","165,40M","-0,23%"
"11.01.2005","8.966,40","9.039,40","9.052,20","8.952,10","180,67M","-0,69%"
"10.01.2005","9.028,50","9.045,60","9.058,80","9.003,60","113,63M","-0,14%"
"07.01.2005","9.041,10","9.055,40","9.072,90","9.008,90","174,04M","0,19%"
"05.01.2005","9.024,40","9.064,40","9.066,20","9.018,70","150,73M","-1,05%"
"04.01.2005","9.120,00","9.117,60","9.139,90","9.094,20","110,35M","-0,04%"
"03.01.2005","9.124,10","9.085,20","9.154,30","9.057,50","102,14M","0,48%"
"30.12.2004","9.080,80","9.105,40","9.118,80","9.080,80","117,48M","-0,22%"
"29.12.2004","9.100,70","9.087,90","9.100,70","9.063,10","62,57M","0,26%"
"28.12.2004","9.077,10","9.050,20","9.077,10","9.045,50","44,26M","0,29%"
"27.12.2004","9.050,70","9.048,60","9.075,70","9.039,80","54,89M","-0,04%"
"23.12.2004","9.054,20","9.018,50","9.054,20","9.015,60","117,61M","0,32%"
"22.12.2004","9.025,00","8.975,90","9.030,70","8.967,60","118,06M","0,93%"
"21.12.2004","8.941,80","8.907,00","8.941,80","8.898,90","101,99M","0,53%"
"20.12.2004","8.894,50","8.866,80","8.922,70","8.858,40","105,78M","0,32%"
"17.12.2004","8.866,00","8.904,30","8.926,30","8.812,10","244,03M","-0,37%"
"16.12.2004","8.898,80","8.886,80","8.911,30","8.877,10","151,00M","0,31%"
"15.12.2004","8.871,20","8.917,00","8.932,00","8.871,20","126,69M","-0,25%"
"14.12.2004","8.893,80","8.916,50","8.932,50","8.879,60","128,62M","0,07%"
"13.12.2004","8.887,90","8.834,90","8.892,30","8.834,30","128,44M","0,69%"
"10.12.2004","8.827,20","8.805,30","8.831,10","8.796,10","106,26M","0,59%"
"09.12.2004","8.775,60","8.830,20","8.844,10","8.761,60","162,57M","-0,49%"
"07.12.2004","8.818,40","8.779,00","8.838,50","8.772,20","133,18M","0,35%"
"03.12.2004","8.787,90","8.813,20","8.839,60","8.762,30","175,47M","-0,27%"
"02.12.2004","8.811,40","8.811,40","8.828,60","8.768,20","156,62M","0,43%"
"01.12.2004","8.773,90","8.676,50","8.797,90","8.673,30","141,62M","0,93%"
"30.11.2004","8.693,00","8.697,60","8.729,40","8.674,40","160,69M","-0,26%"
"29.11.2004","8.715,50","8.733,40","8.784,10","8.700,00","122,57M","-0,27%"
"26.11.2004","8.739,20","8.742,60","8.742,90","8.706,70","93,64M","-0,19%"
"25.11.2004","8.755,40","8.682,50","8.755,40","8.674,80","118,90M","1,01%"
"24.11.2004","8.668,00","8.651,80","8.676,20","8.621,60","131,14M","0,71%"
"23.11.2004","8.607,20","8.644,10","8.660,60","8.586,40","126,32M","0,04%"
"22.11.2004","8.603,40","8.549,90","8.609,00","8.534,30","122,76M","-0,26%"
"19.11.2004","8.625,90","8.644,60","8.702,80","8.611,50","143,63M","-0,12%"
"18.11.2004","8.636,30","8.588,20","8.645,60","8.584,40","140,75M","0,14%"
"17.11.2004","8.624,00","8.477,20","8.624,00","8.474,30","192,21M","1,96%"
"16.11.2004","8.458,20","8.535,10","8.546,10","8.440,60","183,87M","-0,73%"
"15.11.2004","8.520,10","8.591,80","8.600,10","8.509,30","236,50M","-0,35%"
"12.11.2004","8.550,00","8.589,80","8.598,90","8.543,80","252,66M","-0,10%"
"11.11.2004","8.558,50","8.516,50","8.564,70","8.483,40","247,83M","0,36%"
"10.11.2004","8.527,90","8.560,90","8.585,30","8.521,00","188,02M","-0,25%"
"09.11.2004","8.549,60","8.573,80","8.580,70","8.538,80","139,96M","-0,33%"
"08.11.2004","8.578,10","8.563,80","8.587,30","8.543,80","114,96M","0,09%"
"05.11.2004","8.570,60","8.590,20","8.613,90","8.555,20","182,49M","0,43%"
"04.11.2004","8.533,80","8.530,30","8.541,30","8.482,30","148,84M","0,10%"
"03.11.2004","8.525,70","8.551,90","8.576,60","8.510,60","179,52M","0,23%"
"02.11.2004","8.506,10","8.468,10","8.506,10","8.463,60","193,45M","1,04%"
"29.10.2004","8.418,30","8.430,20","8.490,10","8.412,80","178,28M","-0,20%"
"28.10.2004","8.435,40","8.366,80","8.435,40","8.366,40","202,37M","1,16%"
"27.10.2004","8.338,40","8.283,00","8.338,40","8.253,40","154,50M","1,29%"
"26.10.2004","8.232,50","8.254,10","8.268,50","8.200,30","114,10M","0,03%"
"25.10.2004","8.230,20","8.286,30","8.290,60","8.226,80","142,37M","-1,70%"
"22.10.2004","8.372,40","8.355,10","8.403,00","8.340,80","106,20M","0,32%"
"21.10.2004","8.345,60","8.313,70","8.356,30","8.307,30","123,09M","0,69%"
"20.10.2004","8.288,60","8.290,90","8.302,00","8.272,40","130,44M","-0,71%"
"19.10.2004","8.347,70","8.314,30","8.367,40","8.313,00","153,40M","0,98%"
"18.10.2004","8.267,00","8.282,30","8.309,20","8.253,20","118,35M","0,07%"
"15.10.2004","8.261,10","8.227,60","8.261,10","8.205,50","158,23M","0,07%"
"14.10.2004","8.255,50","8.261,50","8.278,80","8.225,60","155,01M","-0,49%"
"13.10.2004","8.296,40","8.286,30","8.332,20","8.279,50","224,55M","-0,06%"
"11.10.2004","8.301,70","8.303,70","8.320,30","8.284,50","94,16M","-0,26%"
"08.10.2004","8.323,20","8.290,90","8.379,30","8.289,50","153,92M","-0,11%"
"07.10.2004","8.332,70","8.332,80","8.363,00","8.301,60","159,88M","0,11%"
"06.10.2004","8.323,60","8.301,30","8.349,50","8.280,10","168,17M","0,22%"
"05.10.2004","8.305,30","8.289,80","8.338,50","8.267,40","156,07M","0,00%"
"04.10.2004","8.304,90","8.235,10","8.335,40","8.235,10","215,14M","1,03%"
"01.10.2004","8.220,60","8.037,70","8.220,60","8.037,70","182,29M","2,38%"
"30.09.2004","8.029,20","8.082,20","8.099,60","8.029,20","154,49M","-0,23%"
"29.09.2004","8.048,00","8.009,90","8.070,30","7.987,30","130,11M","0,75%"
"28.09.2004","7.988,30","7.930,50","7.993,10","7.912,30","118,64M","0,61%"
"27.09.2004","7.939,70","7.971,50","7.988,30","7.927,20","93,24M","-0,58%"
"24.09.2004","7.986,10","7.978,90","7.996,80","7.957,30","89,48M","-0,06%"
"23.09.2004","7.990,90","7.991,40","8.008,60","7.965,40","115,49M","-0,38%"
"22.09.2004","8.021,70","8.064,00","8.076,80","8.009,00","132,09M","-0,61%"
"21.09.2004","8.071,10","8.038,20","8.081,30","8.035,80","103,74M","0,22%"
"20.09.2004","8.053,50","8.089,80","8.089,90","8.016,30","124,43M","-0,39%"
"17.09.2004","8.085,30","8.091,10","8.118,20","8.060,20","156,91M","0,08%"
"16.09.2004","8.078,80","8.063,00","8.085,10","8.048,50","114,37M","0,22%"
"15.09.2004","8.060,70","8.075,90","8.112,70","8.045,50","194,28M","-0,38%"
"14.09.2004","8.091,80","8.108,90","8.109,30","8.071,80","107,95M","-0,35%"
"13.09.2004","8.120,10","8.074,80","8.131,20","8.073,90","113,48M","0,80%"
"10.09.2004","8.055,90","8.044,50","8.079,30","8.040,00","94,38M","0,21%"
"09.09.2004","8.039,10","8.065,30","8.067,60","8.034,70","108,91M","-0,71%"
"08.09.2004","8.096,40","8.102,80","8.112,90","8.078,10","136,11M","-0,19%"
"07.09.2004","8.112,10","8.101,80","8.116,70","8.081,60","99,13M","0,06%"
"06.09.2004","8.107,60","8.065,60","8.108,90","8.055,70","91,20M","0,58%"
"03.09.2004","8.061,10","7.971,70","8.071,20","7.971,70","140,23M","0,97%"
"02.09.2004","7.983,90","7.940,30","7.999,70","7.915,10","136,61M","0,57%"
"01.09.2004","7.938,90","7.894,80","7.952,80","7.893,80","95,04M","0,88%"
"31.08.2004","7.869,50","7.862,20","7.930,50","7.854,00","129,27M","-0,15%"
"30.08.2004","7.881,70","7.894,80","7.906,50","7.870,30","55,41M","-0,01%"
"27.08.2004","7.882,30","7.842,60","7.882,30","7.811,40","78,41M","0,56%"
"26.08.2004","7.838,20","7.828,00","7.853,30","7.819,80","79,45M","0,70%"
"25.08.2004","7.784,10","7.799,80","7.817,00","7.761,50","78,49M","-0,11%"
"24.08.2004","7.792,70","7.785,40","7.816,80","7.767,60","86,94M","0,05%"
"23.08.2004","7.788,90","7.756,50","7.810,00","7.741,70","67,56M","1,06%"
"20.08.2004","7.707,10","7.712,50","7.724,40","7.668,50","71,16M","-0,35%"
"19.08.2004","7.734,50","7.747,10","7.772,90","7.726,00","88,89M","0,33%"
"18.08.2004","7.709,10","7.670,40","7.709,10","7.641,50","80,49M","0,50%"
"17.08.2004","7.670,70","7.650,40","7.696,40","7.605,90","117,87M","1,22%"
"13.08.2004","7.578,30","7.567,10","7.594,20","7.538,70","86,87M","-0,60%"
"12.08.2004","7.624,20","7.601,60","7.675,60","7.568,40","107,23M","0,22%"
"11.08.2004","7.607,70","7.693,80","7.700,30","7.544,90","114,37M","-0,61%"
"10.08.2004","7.654,70","7.623,10","7.655,60","7.614,60","86,58M","0,28%"
"09.08.2004","7.633,60","7.676,90","7.691,60","7.599,20","122,54M","-0,62%"
"06.08.2004","7.681,00","7.768,90","7.784,70","7.681,00","141,96M","-1,98%"
"05.08.2004","7.836,50","7.833,30","7.873,20","7.829,00","82,49M","0,31%"
"04.08.2004","7.812,30","7.864,60","7.864,60","7.778,20","115,50M","-1,04%"
"03.08.2004","7.894,20","7.868,70","7.899,80","7.865,10","108,90M","0,32%"
"02.08.2004","7.869,00","7.880,00","7.884,80","7.839,40","123,26M","-0,64%"
"30.07.2004","7.919,30","7.892,50","7.924,70","7.856,30","131,33M","0,59%"
"29.07.2004","7.872,80","7.843,10","7.886,70","7.829,00","130,58M","0,82%"
"28.07.2004","7.809,10","7.905,90","7.906,20","7.788,10","140,08M","-0,42%"
"27.07.2004","7.842,30","7.763,10","7.842,30","7.735,30","144,98M","1,31%"
"26.07.2004","7.740,90","7.829,30","7.843,10","7.715,10","163,54M","-1,37%"
"23.07.2004","7.848,80","7.939,30","7.947,40","7.829,30","151,37M","-0,96%"
"22.07.2004","7.925,20","7.969,70","7.969,70","7.912,40","134,57M","-1,32%"
"21.07.2004","8.031,40","8.045,30","8.061,50","8.018,70","118,55M","0,52%"
"20.07.2004","7.990,00","7.959,80","8.005,40","7.932,60","87,69M","0,11%"
"19.07.2004","7.981,40","7.983,90","8.004,10","7.962,90","74,39M","-0,37%"
"16.07.2004","8.010,90","7.986,40","8.042,70","7.986,10","91,52M","0,35%"
"15.07.2004","7.983,10","8.031,20","8.051,60","7.983,10","101,17M","-0,58%"
"14.07.2004","8.029,60","8.052,50","8.057,70","7.963,90","125,62M","-0,58%"
"13.07.2004","8.076,50","8.080,10","8.100,30","8.068,40","79,44M","0,28%"
"12.07.2004","8.053,60","8.031,80","8.132,80","8.030,50","93,35M","0,08%"
"09.07.2004","8.047,50","8.037,90","8.053,90","7.993,60","103,26M","-0,46%"
"08.07.2004","8.085,00","8.056,60","8.085,00","8.009,30","135,30M","0,26%"
"07.07.2004","8.063,80","8.021,70","8.098,90","8.021,30","135,89M","0,51%"
"06.07.2004","8.022,80","8.080,80","8.081,70","8.001,70","100,63M","-0,47%"
"05.07.2004","8.060,30","8.030,40","8.072,60","8.025,20","60,01M","0,32%"
"02.07.2004","8.034,60","8.046,60","8.070,60","8.012,70","114,82M","-0,63%"
"01.07.2004","8.085,30","8.095,80","8.141,50","8.043,40","185,88M","0,09%"
"30.06.2004","8.078,30","8.135,00","8.156,40","8.078,30","155,72M","-0,65%"
"29.06.2004","8.131,20","8.160,20","8.163,70","8.116,90","103,45M","-0,65%"
"28.06.2004","8.184,40","8.101,70","8.193,00","8.101,70","112,40M","0,79%"
"25.06.2004","8.120,50","8.136,90","8.172,10","8.104,20","92,80M","-0,52%"
"24.06.2004","8.162,60","8.151,50","8.189,80","8.143,00","107,98M","0,68%"
"23.06.2004","8.107,20","8.072,30","8.107,20","8.066,70","94,79M","0,63%"
"22.06.2004","8.056,50","8.115,30","8.117,70","8.031,60","109,61M","-0,90%"
"21.06.2004","8.129,30","8.130,30","8.203,90","8.113,50","108,25M","0,25%"
"18.06.2004","8.109,20","8.071,60","8.135,10","8.064,20","173,46M","0,08%"
"17.06.2004","8.102,90","8.081,30","8.129,80","8.060,30","123,99M","0,42%"
"16.06.2004","8.069,30","8.055,20","8.073,70","8.029,60","96,49M","0,51%"
"15.06.2004","8.028,60","7.973,90","8.042,90","7.961,00","117,53M","0,80%"
"14.06.2004","7.965,20","8.030,70","8.050,40","7.939,30","121,10M","-1,20%"
"11.06.2004","8.062,30","8.078,60","8.078,60","8.035,70","78,90M","-0,44%"
"10.06.2004","8.097,70","8.051,20","8.100,00","8.049,80","85,30M","0,28%"
"09.06.2004","8.075,20","8.127,50","8.152,10","8.067,60","113,98M","-0,35%"
"08.06.2004","8.103,70","8.135,80","8.147,00","8.093,50","99,14M","-0,07%"
"07.06.2004","8.109,00","8.054,60","8.111,90","8.054,60","98,39M","1,23%"
"04.06.2004","8.010,70","7.910,50","8.019,20","7.888,30","103,07M","1,38%"
"03.06.2004","7.901,90","7.912,70","7.913,30","7.836,10","125,65M","-0,09%"
"02.06.2004","7.908,70","7.884,60","7.964,40","7.882,50","102,16M","0,77%"
"01.06.2004","7.848,40","7.932,40","7.939,10","7.837,20","97,97M","-1,39%"
"31.05.2004","7.959,30","7.927,90","7.963,90","7.916,90","48,47M","0,10%"
"28.05.2004","7.951,60","8.018,90","8.029,10","7.944,00","120,47M","-0,17%"
"27.05.2004","7.965,40","7.933,30","7.996,90","7.922,80","106,42M","0,50%"
"26.05.2004","7.926,10","7.952,50","7.974,30","7.901,10","110,76M","1,08%"
"25.05.2004","7.841,50","7.832,10","7.852,90","7.793,80","117,11M","-0,54%"
"24.05.2004","7.883,90","7.857,50","7.955,60","7.828,40","122,60M","0,99%"
