"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"05.08.2009","10.704,40","10.880,60","10.922,50","10.672,60","188,15M","-1,59%"
"04.08.2009","10.876,80","10.905,70","10.905,70","10.758,20","157,12M","-0,22%"
"03.08.2009","10.901,00","10.809,90","10.952,70","10.800,10","182,03M","0,42%"
"31.07.2009","10.855,10","10.841,50","10.932,90","10.778,30","267,27M","-0,18%"
"30.07.2009","10.874,40","10.743,20","10.895,30","10.663,00","247,97M","2,00%"
"29.07.2009","10.661,60","10.648,90","10.743,30","10.598,70","231,79M","-0,02%"
"28.07.2009","10.664,00","10.614,30","10.737,60","10.600,40","255,58M","0,68%"
"27.07.2009","10.591,70","10.535,90","10.638,70","10.488,20","200,95M","1,47%"
"24.07.2009","10.438,60","10.360,90","10.496,80","10.343,00","210,20M","0,66%"
"23.07.2009","10.369,80","10.176,70","10.403,00","10.170,80","237,29M","2,13%"
"22.07.2009","10.153,40","10.123,30","10.153,40","10.046,60","169,21M","0,31%"
"21.07.2009","10.122,20","10.163,00","10.222,70","10.095,80","218,80M","-0,20%"
"20.07.2009","10.142,80","10.136,90","10.163,70","10.078,70","173,70M","1,00%"
"17.07.2009","10.041,90","10.049,30","10.125,80","9.962,90","173,05M","0,44%"
"16.07.2009","9.997,60","9.887,70","10.069,30","9.855,10","227,32M","0,93%"
"15.07.2009","9.905,30","9.687,10","9.905,30","9.670,80","240,84M","2,82%"
"14.07.2009","9.634,00","9.612,60","9.676,10","9.551,70","175,70M","0,70%"
"13.07.2009","9.567,40","9.295,30","9.579,30","9.241,20","175,36M","2,38%"
"10.07.2009","9.344,90","9.382,30","9.431,00","9.324,60","178,57M","-1,04%"
"09.07.2009","9.443,10","9.400,30","9.517,70","9.390,30","177,04M","0,88%"
"08.07.2009","9.360,60","9.461,80","9.503,50","9.326,00","199,80M","-1,67%"
"07.07.2009","9.520,00","9.597,80","9.683,30","9.506,60","201,41M","-0,51%"
"06.07.2009","9.569,00","9.627,60","9.634,10","9.469,30","177,46M","-1,43%"
"03.07.2009","9.707,80","9.696,80","9.723,80","9.591,00","128,34M","0,67%"
"02.07.2009","9.643,50","9.857,80","9.922,30","9.643,50","228,01M","-2,63%"
"01.07.2009","9.903,70","9.798,10","9.929,40","9.792,50","219,19M","1,18%"
"30.06.2009","9.787,80","9.889,80","9.890,60","9.728,30","237,98M","-0,59%"
"29.06.2009","9.845,70","9.642,40","9.854,20","9.632,80","237,62M","1,64%"
"26.06.2009","9.686,90","9.717,90","9.789,40","9.625,00","196,00M","0,20%"
"25.06.2009","9.667,20","9.618,60","9.714,90","9.470,80","222,29M","0,52%"
"24.06.2009","9.617,60","9.389,60","9.641,20","9.313,30","235,46M","2,88%"
"23.06.2009","9.348,70","9.305,10","9.413,30","9.285,00","250,11M","0,11%"
"22.06.2009","9.338,50","9.566,80","9.566,80","9.331,40","251,61M","-2,53%"
"19.06.2009","9.580,90","9.373,60","9.603,70","9.350,70","361,21M","2,10%"
"18.06.2009","9.384,00","9.309,10","9.414,20","9.218,90","243,76M","1,09%"
"17.06.2009","9.283,20","9.451,40","9.471,50","9.200,70","352,53M","-2,26%"
"16.06.2009","9.497,90","9.540,30","9.588,00","9.495,00","193,58M","-0,22%"
"15.06.2009","9.518,70","9.673,50","9.679,40","9.494,60","191,66M","-2,01%"
"12.06.2009","9.714,40","9.688,30","9.741,20","9.651,80","157,48M","0,06%"
"11.06.2009","9.708,40","9.624,80","9.738,60","9.618,90","180,96M","0,84%"
"10.06.2009","9.627,60","9.618,70","9.706,40","9.605,90","228,89M","1,37%"
"09.06.2009","9.497,70","9.460,30","9.536,20","9.435,80","193,20M","1,08%"
"08.06.2009","9.396,20","9.485,00","9.498,50","9.341,90","188,93M","-1,29%"
"05.06.2009","9.519,00","9.505,90","9.626,60","9.455,20","231,67M","0,68%"
"04.06.2009","9.454,60","9.484,50","9.530,50","9.375,30","192,45M","-0,11%"
"03.06.2009","9.464,80","9.706,70","9.713,60","9.426,50","240,79M","-2,07%"
"02.06.2009","9.664,80","9.566,10","9.708,80","9.554,40","243,32M","0,35%"
"01.06.2009","9.630,90","9.554,80","9.671,60","9.538,50","214,33M","2,19%"
"29.05.2009","9.424,30","9.519,30","9.555,60","9.413,10","239,09M","-0,12%"
"28.05.2009","9.435,50","9.407,00","9.496,00","9.368,50","208,92M","-0,79%"
"27.05.2009","9.510,80","9.449,00","9.522,00","9.422,90","249,19M","1,12%"
"26.05.2009","9.405,70","9.294,70","9.438,80","9.209,60","224,52M","0,62%"
"25.05.2009","9.347,40","9.336,80","9.371,70","9.175,60","97,81M","0,42%"
"22.05.2009","9.308,60","9.250,10","9.378,20","9.206,40","193,93M","0,90%"
"21.05.2009","9.225,30","9.282,40","9.299,90","9.180,60","193,20M","-1,75%"
"20.05.2009","9.389,40","9.356,90","9.449,40","9.261,10","289,86M","0,51%"
"19.05.2009","9.341,60","9.251,70","9.387,30","9.232,80","263,46M","1,99%"
"18.05.2009","9.159,30","8.879,50","9.163,20","8.828,50","238,88M","2,01%"
"15.05.2009","8.978,60","9.035,40","9.085,00","8.922,10","219,63M","-0,06%"
"14.05.2009","8.984,20","8.979,30","9.002,70","8.838,50","254,90M","-0,18%"
"13.05.2009","9.000,60","9.320,10","9.351,20","8.982,50","341,61M","-2,90%"
"12.05.2009","9.269,00","9.196,90","9.377,80","9.181,90","308,49M","-0,51%"
"11.05.2009","9.316,80","9.457,60","9.460,30","9.232,20","260,92M","-0,97%"
"08.05.2009","9.408,10","9.310,10","9.443,70","9.278,60","286,16M","1,94%"
"07.05.2009","9.228,90","9.292,20","9.443,90","9.175,90","334,35M","0,00%"
"06.05.2009","9.229,00","9.119,70","9.272,90","9.086,60","258,88M","1,01%"
"05.05.2009","9.136,70","9.065,20","9.195,60","9.037,50","284,17M","0,68%"
"04.05.2009","9.074,70","9.048,10","9.096,00","8.927,60","235,67M","0,41%"
"30.04.2009","9.038,00","8.986,90","9.100,80","8.957,30","315,24M","1,65%"
"29.04.2009","8.891,30","8.730,10","8.933,60","8.697,00","284,69M","2,71%"
"28.04.2009","8.656,30","8.619,20","8.706,90","8.503,70","287,41M","-1,38%"
"27.04.2009","8.777,00","8.739,90","8.799,80","8.633,80","286,23M","-1,25%"
"24.04.2009","8.888,20","8.768,70","8.905,20","8.730,80","247,30M","1,36%"
"23.04.2009","8.769,20","8.777,80","8.876,30","8.717,70","225,62M","-0,73%"
"22.04.2009","8.834,10","8.608,20","8.838,60","8.547,30","294,83M","2,53%"
"21.04.2009","8.615,80","8.706,70","8.758,80","8.413,60","352,09M","-1,17%"
"20.04.2009","8.718,20","8.988,30","9.018,10","8.672,00","288,97M","-3,46%"
"17.04.2009","9.030,90","8.898,30","9.030,90","8.803,00","349,05M","1,76%"
"16.04.2009","8.874,50","8.790,90","8.925,80","8.703,80","273,63M","1,87%"
"15.04.2009","8.711,90","8.748,30","8.825,30","8.662,90","302,74M","-1,39%"
"14.04.2009","8.834,80","8.688,30","8.862,90","8.677,50","418,02M","1,49%"
"09.04.2009","8.704,80","8.457,60","8.714,00","8.400,10","261,52M","3,57%"
"08.04.2009","8.404,70","8.210,80","8.415,30","8.175,10","198,38M","0,70%"
"07.04.2009","8.346,00","8.403,00","8.455,70","8.247,60","268,29M","0,30%"
"06.04.2009","8.321,10","8.435,00","8.502,20","8.224,50","275,97M","0,01%"
"03.04.2009","8.319,90","8.280,60","8.410,70","8.245,30","302,34M","-0,18%"
"02.04.2009","8.334,70","8.115,80","8.347,40","8.102,70","411,83M","4,69%"
"01.04.2009","7.961,00","7.761,30","8.002,00","7.637,20","298,74M","1,87%"
"31.03.2009","7.815,00","7.644,30","7.815,00","7.639,70","224,67M","2,81%"
"30.03.2009","7.601,10","7.782,20","7.788,00","7.589,10","269,23M","-4,12%"
"27.03.2009","7.927,60","8.043,50","8.113,40","7.911,70","223,11M","-1,84%"
"26.03.2009","8.076,20","8.107,60","8.109,90","7.973,70","219,90M","0,05%"
"25.03.2009","8.072,40","7.952,70","8.121,70","7.947,60","272,25M","1,04%"
"24.03.2009","7.989,50","8.093,20","8.106,10","7.902,30","303,07M","0,47%"
"23.03.2009","7.952,30","7.838,50","7.972,40","7.783,30","287,91M","3,14%"
"20.03.2009","7.710,00","7.640,10","7.710,00","7.527,20","355,52M","0,11%"
"19.03.2009","7.701,60","7.736,70","7.845,60","7.675,30","272,84M","0,52%"
"18.03.2009","7.661,60","7.739,20","7.812,40","7.552,70","269,33M","0,21%"
"17.03.2009","7.645,30","7.604,80","7.715,70","7.530,40","274,25M","0,11%"
"16.03.2009","7.636,90","7.546,60","7.647,40","7.531,60","278,36M","2,82%"
"13.03.2009","7.427,80","7.492,50","7.543,20","7.376,00","293,74M","1,19%"
"12.03.2009","7.340,50","7.142,80","7.340,50","7.008,60","272,03M","1,88%"
"11.03.2009","7.204,70","7.143,00","7.357,10","7.063,30","315,06M","0,72%"
"10.03.2009","7.153,30","6.808,10","7.153,30","6.771,70","371,83M","4,93%"
"09.03.2009","6.817,40","6.965,40","6.970,00","6.702,60","332,75M","-1,72%"
"06.03.2009","6.936,90","7.061,90","7.086,80","6.883,30","327,65M","-1,27%"
"05.03.2009","7.025,90","7.295,30","7.297,00","7.025,90","318,73M","-4,51%"
"04.03.2009","7.357,50","7.295,50","7.390,70","7.257,40","254,38M","1,91%"
"03.03.2009","7.219,40","7.315,90","7.359,20","7.199,10","292,58M","-0,70%"
"02.03.2009","7.270,50","7.428,60","7.464,30","7.270,50","304,28M","-4,60%"
"27.02.2009","7.620,90","7.731,90","7.736,30","7.522,10","251,14M","-2,44%"
"26.02.2009","7.811,70","7.571,20","7.862,00","7.564,80","325,91M","3,99%"
"25.02.2009","7.512,10","7.625,60","7.642,80","7.385,00","278,84M","0,38%"
"24.02.2009","7.483,40","7.436,80","7.547,20","7.403,60","312,43M","-0,76%"
"23.02.2009","7.540,40","7.729,10","7.781,00","7.514,90","244,94M","-0,83%"
"20.02.2009","7.603,60","7.740,00","7.760,10","7.601,80","305,13M","-3,46%"
"19.02.2009","7.875,90","7.903,30","7.964,30","7.822,10","249,08M","0,18%"
"18.02.2009","7.861,40","7.890,00","7.910,40","7.707,00","259,03M","0,23%"
"17.02.2009","7.843,20","7.988,00","8.006,10","7.783,80","326,17M","-2,87%"
"16.02.2009","8.075,00","8.206,00","8.228,90","8.075,00","159,76M","-2,30%"
"13.02.2009","8.265,50","8.291,30","8.393,80","8.254,90","211,85M","0,79%"
"12.02.2009","8.200,90","8.302,30","8.327,40","8.116,60","219,39M","-1,85%"
"11.02.2009","8.355,80","8.330,20","8.388,30","8.246,30","217,19M","-0,49%"
"10.02.2009","8.397,30","8.523,40","8.653,80","8.390,40","214,53M","-2,18%"
"09.02.2009","8.584,80","8.495,00","8.601,00","8.462,60","194,44M","0,47%"
"06.02.2009","8.544,70","8.498,30","8.608,70","8.411,40","226,82M","1,24%"
"05.02.2009","8.440,20","8.333,10","8.452,90","8.209,20","244,21M","-0,65%"
"04.02.2009","8.495,40","8.413,20","8.547,60","8.285,90","219,94M","1,60%"
"03.02.2009","8.361,90","8.294,80","8.365,90","8.180,30","237,20M","1,56%"
"02.02.2009","8.233,40","8.275,40","8.316,10","8.118,30","222,93M","-2,57%"
"30.01.2009","8.450,40","8.456,70","8.511,90","8.326,40","274,69M","-0,32%"
"29.01.2009","8.477,40","8.650,30","8.665,00","8.403,10","245,64M","-2,58%"
"28.01.2009","8.701,50","8.413,50","8.733,30","8.396,30","350,62M","4,22%"
"27.01.2009","8.349,50","8.408,20","8.410,60","8.169,00","251,48M","-0,31%"
"26.01.2009","8.375,20","8.106,50","8.420,50","8.091,50","267,91M","2,48%"
"23.01.2009","8.172,80","8.152,60","8.208,30","7.981,70","224,78M","0,17%"
"22.01.2009","8.159,30","8.381,00","8.451,20","8.117,10","249,73M","-0,87%"
"21.01.2009","8.230,70","8.212,40","8.388,90","8.077,10","330,43M","-0,55%"
"20.01.2009","8.276,50","8.462,50","8.617,30","8.223,70","299,85M","-2,57%"
"19.01.2009","8.494,80","8.739,10","8.788,30","8.389,90","229,42M","-1,45%"
"16.01.2009","8.620,10","8.778,30","8.884,00","8.620,10","243,23M","0,10%"
"15.01.2009","8.611,10","8.685,90","8.735,80","8.500,40","249,81M","-0,94%"
"14.01.2009","8.692,70","9.132,10","9.138,30","8.594,20","313,59M","-4,03%"
"13.01.2009","9.057,30","9.098,80","9.111,60","8.920,20","249,68M","-1,55%"
"12.01.2009","9.199,90","9.329,50","9.350,60","9.179,20","179,11M","-1,90%"
"09.01.2009","9.378,50","9.527,70","9.529,00","9.309,50","194,91M","-0,96%"
"08.01.2009","9.469,50","9.452,70","9.576,10","9.357,70","230,51M","-1,05%"
"07.01.2009","9.570,00","9.726,20","9.726,20","9.503,80","209,22M","-1,58%"
"06.01.2009","9.724,00","9.677,10","9.800,00","9.617,80","133,19M","0,83%"
"05.01.2009","9.644,10","9.543,40","9.644,10","9.506,30","199,86M","1,66%"
"02.01.2009","9.486,30","9.262,00","9.486,30","9.219,10","155,23M","3,16%"
"30.12.2008","9.195,80","9.081,80","9.195,80","9.068,10","142,43M","1,98%"
"29.12.2008","9.017,70","9.081,00","9.138,20","8.955,30","124,97M","-0,56%"
"23.12.2008","9.068,50","9.075,30","9.186,80","9.040,80","123,86M","-0,33%"
"22.12.2008","9.098,90","9.232,30","9.234,60","9.095,20","178,76M","-1,83%"
"19.12.2008","9.268,40","9.152,00","9.332,90","9.099,30","330,60M","0,11%"
"18.12.2008","9.257,80","9.219,60","9.327,90","9.202,30","268,67M","0,66%"
"17.12.2008","9.196,90","9.281,50","9.282,90","9.047,40","252,51M","0,32%"
"16.12.2008","9.167,70","9.010,40","9.167,70","8.995,50","197,75M","1,59%"
"15.12.2008","9.023,90","8.994,30","9.111,90","8.930,00","233,73M","0,54%"
"12.12.2008","8.975,50","8.881,00","8.975,50","8.711,00","251,14M","-2,26%"
"11.12.2008","9.182,60","9.140,50","9.249,40","9.020,00","198,66M","0,33%"
"10.12.2008","9.152,40","9.070,00","9.162,90","8.975,10","204,47M","0,99%"
"09.12.2008","9.063,10","8.973,00","9.125,80","8.894,90","285,91M","0,29%"
"08.12.2008","9.036,50","8.893,50","9.062,00","8.825,20","214,76M","6,42%"
"05.12.2008","8.491,20","8.696,40","8.743,30","8.409,30","247,04M","-3,90%"
"04.12.2008","8.836,10","8.815,10","9.113,20","8.699,60","276,73M","-0,49%"
"03.12.2008","8.879,90","8.781,90","8.927,00","8.646,10","209,20M","0,51%"
"02.12.2008","8.834,70","8.359,50","8.834,70","8.293,20","313,13M","3,81%"
"01.12.2008","8.510,50","8.914,00","8.914,40","8.423,90","229,89M","-4,49%"
"28.11.2008","8.910,60","8.885,80","8.920,50","8.726,20","204,00M","0,69%"
"27.11.2008","8.849,30","8.727,50","8.862,20","8.720,30","242,01M","2,26%"
"26.11.2008","8.654,10","8.586,00","8.719,80","8.461,00","273,40M","-0,49%"
"25.11.2008","8.696,60","8.533,90","8.861,80","8.453,50","331,08M","0,86%"
"24.11.2008","8.622,60","8.173,70","8.622,60","8.093,20","344,97M","8,13%"
"21.11.2008","7.974,40","8.062,90","8.240,50","7.862,40","371,18M","-0,18%"
"20.11.2008","7.988,40","7.995,90","8.072,80","7.830,90","412,69M","-2,72%"
"19.11.2008","8.211,50","8.532,10","8.536,00","8.211,50","280,80M","-3,74%"
"18.11.2008","8.530,80","8.480,80","8.532,70","8.268,60","267,30M","0,38%"
"17.11.2008","8.498,80","8.788,60","8.827,20","8.416,50","299,35M","-3,77%"
"14.11.2008","8.832,20","9.068,00","9.069,20","8.796,70","242,51M","1,05%"
"13.11.2008","8.740,60","8.684,50","8.823,30","8.525,90","244,82M","1,08%"
"12.11.2008","8.646,80","9.070,10","9.083,10","8.604,60","299,97M","-2,97%"
"11.11.2008","8.911,90","9.123,30","9.171,40","8.906,50","267,45M","-4,11%"
"10.11.2008","9.293,80","9.484,30","9.525,80","9.268,20","241,83M","-0,53%"
"07.11.2008","9.343,50","9.153,10","9.392,30","9.013,70","220,15M","2,29%"
"06.11.2008","9.133,90","9.362,00","9.577,70","9.111,00","288,53M","-6,27%"
"05.11.2008","9.744,70","9.631,30","9.883,80","9.507,70","278,54M","0,18%"
"04.11.2008","9.726,80","9.279,30","9.726,80","9.242,00","311,91M","5,36%"
"03.11.2008","9.231,80","9.185,80","9.231,80","8.977,40","225,60M","1,27%"
"31.10.2008","9.116,00","8.843,30","9.137,70","8.686,60","259,14M","3,32%"
"30.10.2008","8.822,90","8.812,70","8.964,50","8.695,00","328,12M","2,00%"
"29.10.2008","8.650,10","8.376,30","8.650,10","8.260,30","452,41M","9,42%"
"28.10.2008","7.905,40","8.221,40","8.244,70","7.820,10","368,81M","-1,30%"
"27.10.2008","8.009,90","7.977,00","8.186,80","7.737,20","349,96M","-4,11%"
"24.10.2008","8.353,20","8.445,00","8.496,60","7.991,90","409,58M","-5,20%"
"23.10.2008","8.811,20","9.007,90","9.046,00","8.419,20","433,51M","-2,05%"
"22.10.2008","8.995,30","9.584,10","9.594,50","8.927,50","487,37M","-8,16%"
"21.10.2008","9.795,00","10.105,10","10.105,10","9.716,90","306,27M","-1,50%"
"20.10.2008","9.944,30","9.900,70","9.944,30","9.758,50","308,08M","2,99%"
"17.10.2008","9.655,20","9.799,30","9.800,70","9.345,20","372,30M","3,73%"
"16.10.2008","9.308,20","9.305,30","9.700,00","9.146,60","394,28M","-4,11%"
"15.10.2008","9.706,80","10.143,80","10.200,20","9.594,00","328,70M","-5,06%"
"14.10.2008","10.224,50","10.308,60","10.573,10","10.032,20","394,11M","2,70%"
"13.10.2008","9.955,70","9.559,30","9.955,70","9.357,20","407,59M","10,65%"
"10.10.2008","8.997,70","9.443,10","9.462,30","8.835,00","596,49M","-9,14%"
"09.10.2008","9.902,90","10.411,90","10.535,80","9.820,50","394,97M","-3,83%"
"08.10.2008","10.297,60","10.612,30","10.905,50","10.155,00","481,00M","-5,20%"
"07.10.2008","10.862,00","10.935,70","11.128,80","10.644,30","359,51M","1,27%"
"06.10.2008","10.726,00","11.210,20","11.214,50","10.710,90","324,47M","-6,06%"
"03.10.2008","11.418,50","11.047,40","11.441,50","10.964,70","294,33M","3,78%"
"02.10.2008","11.002,30","11.186,10","11.364,40","10.978,90","306,68M","-1,61%"
"01.10.2008","11.182,50","11.064,30","11.182,50","10.956,60","273,26M","1,77%"
"30.09.2008","10.987,50","10.744,70","11.052,70","10.672,60","319,74M","0,38%"
"29.09.2008","10.945,70","11.395,90","11.397,60","10.916,60","277,18M","-3,88%"
"26.09.2008","11.387,90","11.302,50","11.462,00","11.239,30","215,26M","-0,44%"
"25.09.2008","11.438,60","11.154,50","11.472,10","11.131,40","249,10M","2,93%"
"24.09.2008","11.112,90","11.298,80","11.298,80","11.089,80","217,31M","-0,57%"
"23.09.2008","11.176,50","11.302,20","11.313,50","11.088,70","308,50M","-1,34%"
"22.09.2008","11.328,50","11.596,10","11.599,30","11.328,50","313,13M","-1,98%"
"19.09.2008","11.557,90","10.779,40","11.557,90","10.779,40","708,06M","8,71%"
"18.09.2008","10.631,60","10.629,00","10.855,20","10.571,10","363,85M","-0,28%"
"17.09.2008","10.661,40","11.021,40","11.108,60","10.639,10","374,83M","-2,29%"
"16.09.2008","10.911,50","10.778,30","11.015,90","10.651,60","542,06M","0,11%"
"15.09.2008","10.899,00","11.031,40","11.160,10","10.819,70","464,13M","-4,50%"
"12.09.2008","11.412,00","11.252,40","11.416,00","11.177,60","232,88M","2,47%"
"11.09.2008","11.136,50","11.148,50","11.212,70","10.980,20","232,01M","-0,40%"
"10.09.2008","11.180,80","11.334,80","11.344,10","11.125,10","311,43M","-1,49%"
"09.09.2008","11.350,00","11.512,90","11.610,70","11.289,10","258,25M","-1,77%"
"08.09.2008","11.554,20","11.343,10","11.657,50","11.343,10","272,45M","3,72%"
"05.09.2008","11.139,70","11.409,50","11.414,20","11.118,50","309,64M","-2,97%"
"04.09.2008","11.480,10","11.850,10","11.859,80","11.476,40","234,58M","-3,11%"
"03.09.2008","11.849,10","11.821,00","11.932,00","11.749,70","194,23M","-0,46%"
"02.09.2008","11.903,90","11.705,60","11.936,30","11.634,30","199,07M","1,80%"
"01.09.2008","11.693,80","11.607,50","11.745,20","11.580,10","108,97M","-0,12%"
"29.08.2008","11.707,30","11.685,20","11.742,00","11.618,90","163,18M","0,38%"
"28.08.2008","11.662,60","11.464,70","11.687,30","11.408,40","178,94M","1,59%"
"27.08.2008","11.479,60","11.399,50","11.546,00","11.320,70","174,66M","0,52%"
"26.08.2008","11.419,90","11.272,00","11.440,50","11.218,90","146,96M","0,82%"
"25.08.2008","11.327,10","11.453,90","11.459,00","11.326,40","98,88M","-1,48%"
"22.08.2008","11.497,30","11.225,60","11.506,60","11.200,70","138,70M","2,50%"
"21.08.2008","11.217,40","11.319,70","11.322,20","11.185,50","150,01M","-1,43%"
"20.08.2008","11.379,90","11.373,30","11.422,10","11.251,90","188,77M","0,39%"
"19.08.2008","11.335,30","11.536,80","11.550,60","11.333,50","184,61M","-2,93%"
"18.08.2008","11.677,50","11.674,20","11.784,30","11.539,60","113,83M","-0,07%"
"15.08.2008","11.686,10","11.648,50","11.712,00","11.587,00","206,45M","0,68%"
"14.08.2008","11.606,80","11.742,00","11.776,30","11.527,60","183,73M","-0,76%"
"13.08.2008","11.695,40","11.904,30","11.956,90","11.691,10","193,47M","-2,51%"
"12.08.2008","11.996,10","12.008,60","12.078,70","11.912,80","179,21M","-0,43%"
"11.08.2008","12.047,70","11.806,10","12.047,70","11.748,50","151,36M","2,10%"
"08.08.2008","11.799,90","11.667,00","11.831,20","11.612,10","167,85M","0,70%"
"07.08.2008","11.717,50","11.704,30","11.896,60","11.684,00","183,22M","-0,48%"
"06.08.2008","11.774,40","11.820,40","11.832,10","11.647,70","196,34M","0,20%"
"05.08.2008","11.751,40","11.536,20","11.751,50","11.473,80","223,93M","2,65%"
"04.08.2008","11.447,60","11.556,10","11.580,40","11.410,10","161,10M","-1,05%"
"01.08.2008","11.569,50","11.719,00","11.776,80","11.558,40","222,51M","-2,62%"
"31.07.2008","11.881,30","11.887,40","11.977,50","11.775,10","297,90M","0,54%"
"30.07.2008","11.817,90","11.787,50","11.922,30","11.740,70","273,04M","1,15%"
